FPS,Time,RAM Usage
1.2019985329998235,0.027875603768890558,2350.7578125
1.2019985329998235,0.1838625934870262,2377.296875
1.2019985329998235,9.24087229350799,2381.15234375
1.2019985329998235,10.368708405358877,2383.86328125
1.2019985329998235,10.568588352799772,2384.1484375
1.2019985329998235,10.385297707752093,2384.21875
1.2019985329998235,10.599722529713057,2384.36328125
1.2019985329998235,10.647277316479109,2380.04296875
1.2019985329998235,10.511249115870408,2380.1328125
1.2019985329998235,10.210033267518668,2381.16796875
1.2019985329998235,10.555235103417457,2379.21875
1.2019985329998235,10.105881934180784,2374.31640625
1.2019985329998235,10.432392391731515,2375.3515625
1.2019985329998235,10.787500818574854,2375.46875
1.2019985329998235,10.795635510641977,2376.84375
1.2019985329998235,10.703679580671693,2376.84375
1.2019985329998235,10.322759128997067,2376.84375
1.2019985329998235,10.576273612366276,2376.796875
1.2019985329998235,10.63149942945197,2376.9296875
1.2019985329998235,10.612840521286529,2376.9296875
1.2019985329998235,10.716290203327295,2376.9296875
1.2019985329998235,10.262320214190323,2376.9296875
1.2019985329998235,10.227680002364064,2376.9296875
1.2019985329998235,10.630932733355253,2378.265625
1.2019985329998235,10.43519375037922,2378.3046875
1.2019985329998235,10.414705970055259,2378.3046875
1.2019985329998235,10.48226690655319,2378.3046875
1.2019985329998235,10.635043466757349,2378.3046875
1.2019985329998235,10.7326526177022,2378.3046875
1.2019985329998235,10.290133244185458,2378.3046875
1.2019985329998235,10.713906407212685,2377.99609375
1.2019985329998235,10.388713128601184,2377.99609375
1.2019985329998235,10.522386206861754,2377.99609375
1.2019985329998235,10.146550409458758,2377.99609375
1.2019985329998235,10.555848710667137,2377.99609375
1.2019985329998235,10.677089162253544,2377.99609375
1.2019985329998235,10.592068665722888,2377.99609375
1.2019985329998235,10.37339096210906,2371.62890625
1.2019985329998235,10.865672847776763,2371.62890625
1.2019985329998235,10.620222889784676,2371.62890625
1.2019985329998235,10.482627857957157,2371.62890625
1.2019985329998235,10.447309704396297,2371.62890625
1.2019985329998235,10.623318900223575,2371.62890625
1.2019985329998235,10.523107148089244,2371.62890625
1.2019985329998235,10.647860041971466,2371.62890625
1.2019985329998235,10.279119529420221,2371.62890625
1.2019985329998235,10.389186275304924,2371.62890625
1.2019985329998235,10.775254694205932,2371.62890625
1.2019985329998235,7.585471720479611,2379.76953125
1.2019985329998235,8.880402740947707,2372.22265625
1.2019985329998235,9.01843068541615,2372.22265625
1.2019985329998235,9.491858725038078,2372.22265625
1.2019985329998235,9.091318167167813,2372.71875
1.2019985329998235,8.256932782921782,2372.71875
1.2019985329998235,8.39083213988399,2372.71875
1.2019985329998235,9.07567093215675,2372.72265625
1.2019985329998235,10.111365866666446,2372.72265625
1.2019985329998235,10.662208638272823,2372.72265625
1.2019985329998235,10.480789067129388,2372.72265625
1.2019985329998235,9.99221186023907,2372.72265625
1.2019985329998235,10.172233981646814,2372.72265625
1.2019985329998235,9.86636883493277,2367.26953125
1.2019985329998235,10.69703669746227,2367.26953125
1.2019985329998235,10.232375565399177,2367.26953125
1.2019985329998235,9.949027530414225,2367.26953125
1.2019985329998235,10.090187721455836,2367.26953125
1.2019985329998235,10.407015470548616,2367.26953125
1.2019985329998235,9.59321968423893,2367.03515625
1.2019985329998235,10.485320024364137,2367.03515625
1.2019985329998235,9.855685571397988,2367.03515625
1.2019985329998235,10.368622525037951,2367.03515625
1.2019985329998235,9.712309900788082,2367.03515625
1.2019985329998235,10.352100011104747,2367.03515625
1.2019985329998235,10.310626220896848,2367.03515625
1.2019985329998235,10.465805436869232,2367.03515625
1.2019985329998235,10.570519364816366,2367.03515625
1.2019985329998235,10.134823567127848,2367.03515625
1.2019985329998235,10.390256199849983,2367.03515625
1.2019985329998235,9.81664050852797,2367.03515625
1.2019985329998235,9.945726686650266,2367.03515625
1.2019985329998235,9.784442719247545,2367.03515625
1.2019985329998235,10.107689111612945,2367.03515625
1.2019985329998235,9.86493684130909,2367.03515625
1.2019985329998235,9.51141583193331,2367.03515625
1.2019985329998235,9.66710305903119,2367.03515625
1.2019985329998235,9.749774931807263,2367.03515625
1.2019985329998235,10.210557276054407,2367.03515625
1.2019985329998235,9.885913825936427,2367.03515625
1.2019985329998235,10.161944535756277,2367.03515625
1.2019985329998235,9.75767104968993,2367.03515625
1.2019985329998235,9.986404698383796,2367.03515625
1.2019985329998235,9.421214374540451,2367.03515625
1.2019985329998235,9.898769510986176,2367.03515625
1.2019985329998235,9.84594385428799,2367.03515625
1.2019985329998235,10.117556933356392,2367.03515625
1.2019985329998235,9.90241443877249,2367.03515625
1.2019985329998235,9.455640095144952,2367.03515625
1.2019985329998235,9.66630428046347,2367.03515625
1.2019985329998235,9.659851148708366,2367.03515625
1.2019985329998235,9.816161166758437,2367.03515625
1.2019985329998235,10.25246903524362,2367.03515625
1.2019985329998235,9.894228549755061,2367.03515625
1.2019985329998235,10.332954558218848,2367.03515625
1.2019985329998235,9.883483367494796,2367.03515625
1.2019985329998235,10.128161152744076,2367.03515625
1.2019985329998235,9.827968111062583,2367.03515625
1.2019985329998235,9.867990727085443,2367.03515625
1.2019985329998235,9.86922948212235,2367.03515625
1.2019985329998235,10.527074665634915,2367.03515625
1.2019985329998235,10.162415362011222,2367.03515625
1.2019985329998235,10.17906714170488,2367.03515625
1.2019985329998235,10.72804201087135,2367.03515625
1.2019985329998235,9.861065826356706,2367.03515625
1.2019985329998235,9.879271069324764,2367.03515625
1.2019985329998235,10.654983442451902,2367.03515625
1.2019985329998235,9.933700742845181,2367.03515625
1.2019985329998235,10.389122701866944,2367.03515625
1.2019985329998235,10.61674243527102,2367.03515625
1.2019985329998235,10.686124438710491,2367.03515625
1.2019985329998235,9.861915675640734,2367.03515625
1.2019985329998235,10.371380211756483,2367.03515625
1.2019985329998235,9.457668660124078,2367.03515625
1.2019985329998235,9.397623498144602,2367.03515625
1.2019985329998235,10.068591612167896,2367.03515625
1.2019985329998235,9.717076464753722,2367.03515625
1.2019985329998235,9.797326699869608,2367.21484375
1.2019985329998235,9.22928274545111,2367.21484375
1.2019985329998235,9.749691414465403,2367.21484375
1.2019985329998235,9.770742674562044,2368.5859375
1.2019985329998235,9.947865983609198,2368.71484375
1.2019985329998235,8.848855173610536,2370.61328125
1.2019985329998235,9.789066420407377,2370.6640625
1.2019985329998235,9.92482640719356,2370.671875
1.2019985329998235,8.666543206301371,2370.77734375
1.2019985329998235,9.861998072782079,2370.77734375
1.2019985329998235,9.935143245797482,2370.77734375
1.2019985329998235,9.7844312214489,2370.77734375
1.2019985329998235,9.76249353719196,2370.77734375
1.2019985329998235,9.90638133809109,2370.77734375
1.2019985329998235,7.856490659923945,2370.77734375
1.2019985329998235,9.736911655766143,2370.77734375
1.2019985329998235,9.650372057838759,2370.77734375
1.2019985329998235,9.83618172778855,2370.78125
1.2019985329998235,9.543016926660506,2370.78125
1.2019985329998235,9.910006910128505,2370.78125
1.2019985329998235,9.92683500709196,2370.78125
1.2019985329998235,9.77118364889379,2370.78125
1.2019985329998235,9.88043005883985,2370.78125
1.2019985329998235,10.07387244846819,2370.78125
1.2019985329998235,9.934031020598606,2370.78125
1.2019985329998235,9.888978211743494,2371.0
1.2019985329998235,9.975505973050522,2371.0
1.2019985329998235,9.98680308886118,2371.0
1.2019985329998235,9.94534524580353,2371.0
1.2019985329998235,9.827872170187979,2371.0
1.2019985329998235,10.13477539418434,2371.0
1.2019985329998235,9.98350159472174,2371.0
1.2019985329998235,9.81647849995801,2371.0
1.2019985329998235,9.798988920921694,2371.0
1.2019985329998235,10.20463685766775,2371.0
1.2019985329998235,9.739924193544864,2371.0
1.2019985329998235,9.892989364249956,2371.0
1.2019985329998235,9.848693681827225,2371.0
1.2019985329998235,10.158885026461393,2371.0
1.2019985329998235,10.102758277108682,2371.0
1.2019985329998235,10.011584869025905,2371.0
1.2019985329998235,9.979185295558981,2371.0
1.2019985329998235,10.105285601879572,2371.0
1.2019985329998235,9.697537895109319,2371.0
1.2019985329998235,10.217591886178246,2371.0
1.2019985329998235,9.964257500881223,2371.0
1.2019985329998235,9.798271856256443,2371.0
1.2019985329998235,9.718534628189863,2371.0
1.2019985329998235,9.904028164552502,2371.0
1.2019985329998235,10.209732966095636,2371.0
1.2019985329998235,9.950369002219626,2371.0
1.2019985329998235,10.148208374451645,2371.0
1.2019985329998235,9.896400961511985,2371.0
1.2019985329998235,9.71943911752848,2371.0
1.2019985329998235,10.050609735682317,2371.0
1.2019985329998235,9.837601107185693,2371.0
1.2019985329998235,9.673888853499102,2371.0
1.2019985329998235,9.7242359453638,2371.0
1.2019985329998235,9.516346071101772,2371.0
1.2019985329998235,9.963826298732565,2371.0
1.2019985329998235,9.91298451582945,2371.0
1.2019985329998235,9.586610248021293,2371.0
1.2019985329998235,9.698667793802521,2371.0
1.2019985329998235,9.422589136837736,2371.0
1.2019985329998235,10.007357609461456,2371.0
1.2019985329998235,10.032440040797564,2371.0
1.2019985329998235,9.792462131825351,2371.0
1.2019985329998235,9.61446215396259,2371.0
1.2019985329998235,9.53992784973452,2371.0
1.2019985329998235,9.847194747358362,2371.0
1.2019985329998235,9.600119474640369,2371.0
1.2019985329998235,9.83339108483919,2371.0
1.2019985329998235,10.076143058944057,2371.0
1.2019985329998235,9.952016244208181,2371.0
1.2019985329998235,9.707061548791717,2371.0
1.2019985329998235,9.79210185847731,2371.0
1.2019985329998235,10.324826106509928,2371.0
1.2019985329998235,7.545210249038457,2368.4609375
1.2019985329998235,9.809052289595641,2368.4609375
1.2019985329998235,10.074702757779724,2368.4609375
1.2019985329998235,9.871777856519062,2368.4609375
1.2019985329998235,9.89623727918382,2368.4609375
1.2019985329998235,9.881351363217536,2368.4609375
1.2019985329998235,10.111912795098624,2368.4609375
1.2019985329998235,9.526523485183102,2368.46484375
1.2019985329998235,9.767586214941385,2368.46484375
1.2019985329998235,10.104845367696239,2368.46484375
1.2019985329998235,9.980347458291837,2368.46484375
1.2019985329998235,9.754693056476976,2368.46484375
1.2019985329998235,9.952583731392957,2368.46484375
1.2019985329998235,10.090225169860162,2368.46484375
1.2019985329998235,9.965969115567091,2368.46484375
1.2019985329998235,9.921015383700837,2368.46484375
1.2019985329998235,10.022410656905574,2368.46484375
1.2019985329998235,9.92775774210055,2368.46484375
1.2019985329998235,10.21000959453225,2368.46484375
1.2019985329998235,10.21196609463662,2368.46484375
1.2019985329998235,10.531420232808454,2368.46484375
1.2019985329998235,9.996667770744699,2368.46484375
1.2019985329998235,8.737036807522943,2368.46484375
1.2019985329998235,9.241061854376861,2368.515625
